Age	SLOCStandard	Readability	SimpleReadability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	Length	MaintainabilityIndex	SATD	Parameters	LocalVariables	ChangeAtMethodAge	NewAdditions	DiffSizes	EditDistances	CriticalEditDistances	TangledWMoveandFileRename	Buggycommiit	PotentiallyBuggycommit	RiskyCommit	file	
432	3	0.18838821351528168	0.7067791962422173	0	0	0	1	3.77	0	1	18.0	130.85629272460938	0	1	0	0	0	0	0	0	0	0	0	0	7607.json	
904	6#6#6#6#7#8#8	0.009735080413520336#0.009482474997639656#0.009482474997639656#0.01568322628736496#0.00708917947486043#0.004508239217102528#0.0019087129039689898	0.6414082225603852#0.6362314856471891#0.6362314856471891#0.6227673172078626#0.19831011244361366#0.022335364745616492#0.008794225971756168	0#0#0#0#0#0#0	0#0#0#0#0#0#0	0#0#0#0#0#0#0	1#1#1#1#1#1#1	8.84#8.84#8.84#8.84#8.4#8.89#8.89	0#0#0#0#0#0#0	0#0#0#0#0#2#6	27.0#27.0#27.0#27.0#39.0#53.0#59.0	117.08370208740234#117.08370208740234#117.08370208740234#117.08370208740234#112.1479263305664#108.21829223632812#107.6085205078125	0#0#0#0#0#0#0	2#2#2#2#3#3#3	0#0#0#0#0#0#0	0#32#54#82#96#161#405	0#1#0#2#4#7#4	0#2#0#4#7#13#8	0#7#0#27#118#183#82	0#7#0#27#114#168#82	0#62#0#10#79#184#26	0#0#0#0#0#0#0	0#1#0#0#1#1#0	0#1#0#0#1#1#0	3867.json	
12	4#4	0.10984813421964645#0.10984813421964645	0.09581285880876722#0.09581285880876722	0#0	0#0	0#0	1#1	4.0#4.0	0#0	3#3	35.0#35.0	121.77641296386719#121.77641296386719	0#0	1#1	0#0	0#2	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	11282.json	
22	3	0.5721337199211121	0.8663040266168658	0	0	0	1	3.77	0	0	14.0	132.4454345703125	0	0	0	0	0	0	0	0	0	0	0	0	12854.json	
358	7#11#5#5	0.13309074938297272#0.14339901506900787#0.2919462323188782#0.30295494198799133	0.002055248854316071#0.004202368028796079#0.12716000287036017#0.09704131591570188	1#3#1#1	1#3#1#1	2#6#2#2	2#3#2#2	7.41#9.26#8.76#8.76	0#2#0#0	7#8#3#3	64.0#69.0#40.0#42.0	109.11873626708984#101.12551879882812#117.51081848144531#117.25711059570312	0#0#0#0	1#1#1#1	2#2#0#0	0#53#53#53	0#8#4#1	0#12#14#2	0#152#229#2	0#160#253#2	0#2#3#1	0#0#0#0	0#1#0#1	0#1#0#1	2050.json	
876	8#8#8#11#11#11#14	0.0017112982459366322#0.0017112982459366322#0.0017112982459366322#0.0014107206370681524#0.0011359218042343855#0.0012647578259930015#3.67503467714414E-4	0.01454302547821723#0.01454302547821723#0.01454302547821723#1.530637969309028E-4#1.2922270638780642E-4#2.0591710038249194E-4#5.307611014550471E-6	0#0#0#0#0#0#0	0#0#0#0#0#0#0	0#0#0#0#0#0#0	1#1#1#1#1#1#1	8.72#8.72#8.72#11.86#11.86#11.86#12.83	0#0#0#0#0#0#0	3#3#3#7#6#6#9	58.0#58.0#58.0#87.0#88.0#86.0#108.0	107.8039779663086#107.8039779663086#107.8039779663086#100.15850830078125#100.09908294677734#100.2596664428711#94.87568664550781	0#0#0#0#0#0#0	0#0#0#0#0#0#0	3#3#3#4#4#4#5	0#4#26#39#133#167#432	0#0#0#4#2#2#4	0#0#0#5#4#4#5	0#0#0#192#19#28#170	0#0#0#182#19#26#162	0#62#0#12#184#71#27	0#0#0#0#0#0#0	0#1#0#0#1#1#0	0#1#0#0#1#1#0	7902.json	
1661	13#13#13#13	0.14244487881660461#0.0974213108420372#0.0974213108420372#0.0974213108420372	0.03653017425912188#0.026402222896941246#0.026402222896941246#0.026402222896941246	1#1#1#1	1#1#1#1	2#2#2#2	3#3#3#3	6.68#6.68#6.68#6.68	2#2#2#2	4#4#4#4	59.0#61.0#61.0#61.0	99.05280303955078#98.87945556640625#98.87945556640625#98.87945556640625	0#0#0#0	2#2#2#2	1#1#1#1	0#497#605#811	0#1#0#0	0#2#0#0	0#13#0#0	0#13#0#0	0#2#90#0	0#0#0#0	0#1#1#0	0#1#1#0	5818.json	
2168	3#3#3	0.43790894746780396#0.43790894746780396#0.43790894746780396	0.8177635024756812#0.8177635024756812#0.8177635024756812	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	0#0#0	17.0#17.0#17.0	131.28770446777344#131.28770446777344#131.28770446777344	0#0#0	1#1#1	0#0#0	0#1317#2128	0#0#0	0#0#0	0#0#0	0#0#0	0#0#2	0#0#0	0#0#0	0#0#0	1021.json	
1706	5#5#5	0.3382135331630707#0.3382135331630707#0.3382135331630707	0.7342155215175964#0.7342155215175964#0.7342155215175964	1#1#1	1#1#1	2#2#2	2#2#2	5.99#5.99#5.99	1#1#1	1#1#1	24.0#24.0#24.0	120.98916625976562#120.98916625976562#120.98916625976562	0#0#0	0#0#0	0#0#0	0#3#856	0#0#0	0#0#0	0#0#0	0#0#0	0#6#0	0#0#0	0#1#0	0#1#0	9635.json	
2417	3#3#3#3#3#3#3#3#3#3#3#3#3#3	0.14132730662822723#0.14132730662822723#0.1421184539794922#0.1421184539794922#0.2964021861553192#0.27287906408309937#0.14272478222846985#0.13550814986228943#0.15481029450893402#0.15481029450893402#0.15481029450893402#0.7196677923202515#0.15481029450893402#0.15481029450893402	0.8347063854723918#0.8347063854723918#0.8350478063335025#0.8350478063335025#0.8371695947184905#0.8282068772062935#0.81003050406054#0.8155390679473725#0.8122919820362369#0.8122919820362369#0.8122919820362369#0.8901295155061756#0.8122919820362369#0.8122919820362369	0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1#1#1#1#1#1#1	3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77	0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0#0#0#0	13.0#13.0#13.0#13.0#13.0#13.0#13.0#13.0#13.0#13.0#13.0#12.0#13.0#13.0	132.9956512451172#132.9956512451172#132.9956512451172#132.9956512451172#132.9956512451172#132.9956512451172#132.9956512451172#132.9956512451172#132.9956512451172#132.9956512451172#132.9956512451172#133.59722900390625#132.9956512451172#132.9956512451172	0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#18#18#18#18#26#36#36#38#40#43#515#1315#1567	0#0#1#0#1#1#1#1#3#0#0#1#1#0	0#0#2#0#2#2#2#2#6#0#0#2#2#0	0#0#8#0#6#7#9#2#7#0#0#43#43#0	0#0#8#0#6#7#9#2#4#0#0#43#43#0	0#1#39#0#50#5#74#34#44#0#0#8#12#0	0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#1#0#0#0#1#0#1#0#0	0#0#0#0#0#1#0#1#1#1#0#1#0#0	10045.json	
981	10#10	0.22779150307178497#0.22779150307178497	0.03306105515962275#0.03306105515962275	3#3	3#3	6#6	3#3	5.06#5.06	1#1	3#3	56.0#56.0	103.8570556640625#103.8570556640625	0#0	1#1	1#1	0#131	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	4721.json	
771	11#14	0.012095356360077858#0.004822788760066032	0.0034965860170155434#0.0010816147261434605	3#4	2#4	5#8	3#4	4.82#4.75	1#1	0#0	77.0#90.0	100.82849884033203#95.76349639892578	0#0	2#2	2#2	0#363	0#3	0#3	0#70	0#79	0#2	0#0	0#0	0#0	11945.json	
858	9#9	0.05415301024913788#0.05415301024913788	0.006179062174149143#0.006179062174149143	0#0	1#1	1#1	2#2	5.33#5.33	1#1	3#3	60.0#60.0	105.19512176513672#105.19512176513672	0#0	2#2	2#2	0#8	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	10023.json	
164	4	0.0037121735513210297	0.0424480199987539	0	0	0	1	4.0	0	5	42.0	120.76844787597656	0	0	1	0	0	0	0	0	0	0	0	0	7415.json	
1919	15#13#13#13	0.1986580789089203#0.5265924334526062#0.6947239637374878#0.6947239637374878	0.06189096067773536#0.2131422204530273#0.28399403809398155#0.28399403809398155	2#2#2#2	2#2#2#2	4#4#4#4	4#4#4#4	6.4#9.33#9.3#9.3	2#3#3#3	5#3#3#3	65.0#53.0#53.0#53.0	96.18154907226562#99.71753692626953#99.71753692626953#99.71753692626953	0#0#0#0	1#1#1#1	1#1#1#1	0#1#312#1069	0#9#1#0	0#21#1#0	0#88#14#0	0#99#0#0	0#34#26#0	0#0#0#0	0#0#0#0	0#0#0#0	9063.json	
1464	13#13	0.1329728662967682#0.1329728662967682	0.2946464795662853#0.2946464795662853	1#1	1#1	2#2	3#3	7.77#7.77	1#1	5#5	53.0#53.0	99.94754028320312#99.94754028320312	0#0	1#1	1#1	0#613	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	4425.json	
1445	3#3	0.5133695602416992#0.5133695602416992	0.7338627775208332#0.7338627775208332	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	17.0#17.0	131.03103637695312#131.03103637695312	0#0	0#0	0#0	0#594	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	11104.json	
751	3	0.5054272413253784	0.7607061082998859	0	0	0	1	3.77	0	0	17.0	131.28770446777344	0	1	0	0	0	0	0	0	0	0	0	0	5835.json	
444	5	0.02529740147292614	0.15557260920795252	0	0	0	1	8.76	0	3	40.0	117.66657257080078	0	2	1	0	0	0	0	0	0	0	0	0	7896.json	
568	7#7#7#8#8#8	0.002657384844496846#0.002657384844496846#0.002657384844496846#0.019840124994516373#0.010416246950626373#0.0012603611685335636	0.02279564665594909#0.02279564665594909#0.02279564665594909#0.018437195796296827#0.013274946078079001#0.002036795547045975	0#0#0#0#0#0	0#0#0#0#0#0	0#0#0#0#0#0	1#1#1#1#1#1	13.81#13.81#13.81#11.2#5.66#5.66	0#0#0#0#1#1	10#10#10#10#9#10	53.0#53.0#53.0#59.0#57.0#68.0	110.49303436279297#110.49303436279297#110.49303436279297#107.6085205078125#108.01136779785156#106.87027740478516	0#0#0#0#0#0	1#1#1#1#1#1	0#0#0#0#0#0	0#95#96#378#381#381	0#0#0#8#6#1	0#0#0#10#14#2	0#0#0#137#129#57	0#0#0#73#103#57	0#0#0#12#14#2	0#0#0#0#0#0	0#0#0#0#0#0	0#0#0#0#0#0	4086.json	
1759	6#11#6#6	0.6095889806747437#0.16420093178749084#0.6095889806747437#0.6095889806747437	0.15425128336139357#0.033469403387747794#0.15425128336139357#0.15425128336139357	1#1#1#1	1#1#1#1	2#2#2#2	2#2#2#2	5.5#8.42#5.5#5.5	1#1#1#1	4#4#4#4	39.0#56.0#39.0#39.0	114.61461639404297#102.3931884765625#114.61461639404297#114.61461639404297	0#0#0#0	1#1#1#1	0#1#0#0	0#901#901#909	0#7#2#0	0#9#9#0	0#144#144#0	0#144#144#0	0#3#3#0	0#0#0#0	0#0#0#0	0#0#0#0	10021.json	
1982	7#7#7#8#8#8#8#8	0.3811036944389343#0.3811036944389343#0.2648654878139496#0.5716625452041626#0.5946220755577087#0.5946220755577087#0.5946220755577087#0.5946220755577087	0.5422441602897564#0.5422441602897564#0.44492074287996747#0.8073665252273101#0.819488341089276#0.819488341089276#0.819488341089276#0.819488341089276	1#1#1#0#0#0#0#0	1#1#1#0#0#0#0#0	2#2#2#0#0#0#0#0	2#2#2#2#2#2#2#2	5.11#5.11#5.11#5.66#5.66#5.66#5.66#5.66	1#1#1#1#1#1#1#1	2#2#2#2#2#2#2#2	32.0#32.0#34.0#27.0#27.0#27.0#27.0#27.0	113.3831787109375#113.3831787109375#112.98392486572266#112.28962707519531#112.28962707519531#112.28962707519531#112.28962707519531#112.28962707519531	0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0	1#1#1#0#0#0#0#0	0#0#3#3#3#3#1110#1132	0#0#1#5#1#0#0#0	0#0#2#9#2#0#0#0	0#0#5#112#6#0#0#0	0#0#5#114#6#0#0#0	0#0#4#4#12#0#62#0	0#0#0#0#0#0#0#0	0#1#0#0#0#0#1#0	0#1#0#0#0#0#1#0	6373.json	
2088	3#3#3#3#3	0.13872823119163513#0.13872823119163513#0.13872823119163513#0.13872823119163513#0.13872823119163513	0.7971295289487609#0.7971295289487609#0.7971295289487609#0.7971295289487609#0.7971295289487609	0#0#0#0#0	0#0#0#0#0	0#0#0#0#0	1#1#1#1#1	3.77#3.77#3.77#3.77#3.77	0#0#0#0#0	0#0#0#0#0	17.0#17.0#17.0#17.0#17.0	131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344	0#0#0#0#0	1#1#1#1#1	0#0#0#0#0	0#4#176#176#1238	0#0#0#0#0	0#0#0#0#0	0#0#0#0#0	0#0#0#0#0	0#2#0#0#0	0#0#0#0#0	0#0#1#0#0	0#0#1#0#0	1252.json	
2440	9#9#9#10#10#10#10#14#14#14#14#14	0.5689810514450073#0.5689810514450073#0.5689810514450073#0.5500391721725464#0.5500391721725464#0.5500391721725464#0.5500391721725464#0.1154363825917244#0.0920291543006897#0.09305859357118607#0.09305859357118607#0.09305859357118607	0.26649718636871905#0.26649718636871905#0.26649718636871905#0.3501110840075669#0.3501110840075669#0.3501110840075669#0.3501110840075669#0.009164936027610766#0.0020165488440597812#0.002026305881245477#0.002026305881245477#0.002026305881245477	0#0#0#0#0#0#0#1#1#1#1#1	0#0#0#0#0#0#0#1#1#1#1#1	0#0#0#0#0#0#0#2#2#2#2#2	2#2#2#2#2#2#2#3#3#3#3#3	5.33#5.33#5.33#5.06#5.06#5.06#5.06#7.16#7.16#7.16#7.16#7.16	1#1#1#1#1#1#1#2#2#2#2#2	3#3#3#3#3#3#3#5#6#6#6#6	42.0#42.0#42.0#42.0#42.0#42.0#42.0#71.0#79.0#79.0#79.0#79.0	107.52424621582031#107.52424621582031#107.52424621582031#105.8174057006836#105.8174057006836#105.8174057006836#105.8174057006836#96.93208312988281#96.33432006835938#96.33432006835938#96.33432006835938#96.33432006835938	0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1#1#1#1#1	0#41#41#41#41#41#59#165#219#232#251#1590	0#0#0#1#0#0#0#11#1#1#0#0	0#0#0#2#0#0#0#18#2#2#0#0	0#0#0#4#0#0#0#133#27#1#0#0	0#0#0#1#0#0#0#164#27#1#0#0	0#1#39#56#0#50#74#16#2#1#4#0	0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#1#0#0#0#0#1#1#1#0	0#0#0#1#0#0#0#0#1#1#1#0	9174.json	
528	5#3#3	0.38653498888015747#0.1526392102241516#0.11175987124443054	0.7405980536792758#0.895982024688679#0.8850967583808125	0#0#0	0#0#0	0#0#0	1#1#1	3.92#3.77#3.77	0#0#0	1#0#0	26.0#15.0#15.0	120.54627227783203#132.43687438964844#132.43687438964844	0#0#0	0#0#0	1#0#0	0#13#51	0#1#1	0#4#2	0#85#6	0#87#6	0#2#11	0#0#0	0#0#0	0#0#0	2020.json	
10	3#3	0.8351733684539795#0.8351733684539795	0.8724769330196248#0.8724769330196248	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	14.0#14.0	132.4454345703125#132.4454345703125	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	11152.json	
1062	9#9	0.026723815128207207#0.026723815128207207	0.017834068456328466#0.017834068456328466	1#1	4#4	5#5	3#3	7.65#7.65	2#2	2#2	59.0#59.0	105.34700012207031#105.34700012207031	0#0	0#0	0#0	0#211	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	6204.json	
1663	3#3#3	0.6615281701087952#0.6615281701087952#0.6615281701087952	0.7959612629401891#0.7959612629401891#0.7959612629401891	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	0#0#0	17.0#17.0#17.0	131.43582153320312#131.43582153320312#131.43582153320312	0#0#0	0#0#0	0#0#0	0#98#813	0#0#0	0#0#0	0#0#0	0#0#0	0#2#0	0#0#0	0#1#0	0#1#0	8792.json	
1212	3#3	0.21788758039474487#0.21788758039474487	0.8295194870266727#0.8295194870266727	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	17.0#17.0	131.28770446777344#131.28770446777344	0#0	1#1	0#0	0#362	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	3117.json	
22	12	0.01654738560318947	0.03913352173364012	2	2	4	4	8.94	2	4	61.0	100.12674713134766	0	2	1	0	0	0	0	0	0	0	0	0	13067.json	
2474	3#3#3#3#3#3#3#3#3#3	0.05715565383434296#0.05715565383434296#0.05715565383434296#0.05715565383434296#0.05715565383434296#0.05715565383434296#0.05715565383434296#0.05715565383434296#0.05715565383434296#0.05715565383434296	0.7964591098384578#0.7964591098384578#0.7964591098384578#0.7964591098384578#0.7964591098384578#0.7964591098384578#0.7964591098384578#0.7964591098384578#0.7964591098384578#0.7964591098384578	0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1#1#1	3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77	0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0	17.0#17.0#17.0#17.0#17.0#17.0#17.0#17.0#17.0#17.0	131.03103637695312#131.03103637695312#131.03103637695312#131.03103637695312#131.03103637695312#131.03103637695312#131.03103637695312#131.03103637695312#131.03103637695312#131.03103637695312	0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0	0#75#75#75#75#93#93#93#1418#1624	0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0#0	0#1#39#0#50#74#0#34#90#0	0#0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#1#0	0#0#0#0#0#0#1#1#1#0	5645.json	
995	3#3	0.6562272310256958#0.6562272310256958	0.7861090617734104#0.7861090617734104	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	17.0#17.0	131.28770446777344#131.28770446777344	0#0	1#1	0#0	0#145	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	5843.json	
2468	22#22#22#22#22#22#23#23#23#24#24#24#24#24#24#29#28#21#13#16#19#18#18#20#21#25#25	1.1493446072563529E-4#1.1493446072563529E-4#1.1493446072563529E-4#1.1493446072563529E-4#3.1955839949660003E-4#3.1955839949660003E-4#3.473074466455728E-4#3.473074466455728E-4#3.473074466455728E-4#3.6269979318603873E-4#3.6269979318603873E-4#3.6269979318603873E-4#3.6269979318603873E-4#3.6269979318603873E-4#3.6269979318603873E-4#2.805708791129291E-4#4.7827980597503483E-4#8.090544142760336E-4#0.006244052201509476#0.0016000749310478568#6.576235755346715E-4#0.001144440728239715#0.001144440728239715#1.4098105020821095E-4#1.4388396812137216E-4#0.0#0.0	2.527075726362651E-9#2.527075726362651E-9#2.527075726362651E-9#2.527075726362651E-9#2.6503871986417584E-8#2.6503871986417584E-8#4.0730771140016186E-8#4.0730771140016186E-8#4.0730771140016186E-8#6.073846164473072E-8#6.073846164473072E-8#6.073846164473072E-8#6.073846164473072E-8#6.073846164473072E-8#6.073846164473072E-8#5.118804816248612E-8#7.31929168583618E-7#3.7969190529498404E-6#0.015232239437496433#6.448411929410936E-5#1.271675303602681E-6#6.311639750868431E-6#6.311639750868431E-6#3.6067723143658946E-6#5.381215585474052E-6#5.588993896963896E-7#3.816892694011572E-7	2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#0#2#2#2#2#2#2#4#4	2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#0#1#1#1#1#1#1#2#2	4#4#4#4#4#4#4#4#4#4#4#4#4#4#4#4#4#4#0#3#3#3#3#3#3#6#6	4#4#4#4#4#4#4#4#4#4#4#4#4#4#4#4#4#3#1#2#2#2#2#2#2#3#3	11.82#11.82#11.82#11.82#11.82#11.82#13.52#13.52#13.52#13.26#13.26#13.26#13.26#13.26#13.26#12.45#12.35#7.86#8.02#8.93#8.34#8.53#8.53#11.87#13.04#12.19#12.19	3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#2#1#1#1#1#1#1#1#1#1	10#10#10#10#10#10#10#10#10#10#10#10#10#10#10#11#11#10#5#8#11#10#10#8#8#10#10	159.0#159.0#159.0#159.0#148.0#148.0#148.0#148.0#148.0#148.0#148.0#148.0#148.0#148.0#148.0#158.0#146.0#127.0#65.0#96.0#120.0#110.0#110.0#120.0#120.0#138.0#140.0	84.43238067626953#84.43238067626953#84.43238067626953#84.43238067626953#84.8493423461914#84.8493423461914#84.12922668457031#84.12922668457031#84.12922668457031#83.43975830078125#83.43975830078125#83.43975830078125#83.43975830078125#83.43975830078125#83.43975830078125#79.98988342285156#81.10769653320312#86.91204071044922#98.96814727783203#92.97340393066406#88.86930084228516#90.22265625#90.22265625#88.14215087890625#87.35175323486328#83.46665954589844#83.39183807373047	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3	4#4#4#4#4#4#4#4#4#4#4#4#4#4#4#4#2#2#1#2#4#3#3#4#4#4#4	0#2#8#8#9#15#43#69#69#69#69#69#87#92#98#132#397#569#897#1084#1417#1435#1618#1731#1829#1864#1914	0#0#0#0#20#0#3#0#0#2#0#0#0#0#0#7#4#3#2#4#3#2#0#8#3#4#1	0#0#0#0#40#0#5#0#0#4#0#0#0#0#0#9#9#13#14#5#3#5#0#14#5#4#2	0#0#0#0#124#0#232#0#0#7#0#0#0#0#0#134#175#184#319#181#137#76#0#309#33#93#2	0#0#0#0#90#0#250#0#0#2#0#0#0#0#0#153#175#208#351#183#149#81#0#300#23#107#2	0#16#0#0#2#0#39#1#39#56#0#50#74#0#1#1#1#1#3#5#1#3#0#55#112#2#294	0#1#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#1#0#0#1#1#0#0#0#1#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#1#1	0#1#0#0#1#1#0#0#0#1#0#0#0#0#1#0#0#0#0#1#0#0#0#0#0#1#1	8317.json	
184	8#7#7#8	0.09332932531833649#0.09838784486055374#0.10371710360050201#0.08608535677194595	0.17956673278238053#0.15866470169152197#0.12645093168635313#0.17394674445548	1#1#1#1	1#1#1#1	2#2#2#2	2#2#2#2	5.66#5.11#5.11#5.66	1#1#1#1	3#3#3#3	43.0#42.0#43.0#43.0	109.24699401855469#111.59553527832031#111.41020202636719#109.24699401855469	0#0#0#0	2#2#2#2	1#1#1#1	0#0#0#0	0#1#1#2	0#3#2#3	0#59#7#18	0#55#7#13	0#4#4#4	0#0#0#0	0#0#1#0	0#0#1#0	1058.json	
711	12#3#3	0.8484547734260559#0.22947679460048676#0.20616750419139862	0.7809936921635352#0.5744665935226377#0.65236430031024	0#0#0	0#0#0	0#0#0	1#1#1	7.54#3.77#3.77	1#0#0	1#1#1	43.0#21.0#20.0	102.90846252441406#129.7158966064453#130.07347106933594	0#0#0	0#0#0	0#0#0	0#0#497	0#1#1	0#14#2	0#177#7	0#215#7	0#3#739	0#0#0	0#0#0	0#0#0	8000.json	
759	3	0.08399490267038345	0.6765401215914828	0	0	0	1	3.77	0	1	19.0	130.34019470214844	0	0	0	0	0	0	0	0	0	0	0	0	5537.json	
674	11	0.4513680636882782	0.22036135536986967	1	2	3	3	5.34	1	0	50.0	103.2732162475586	0	1	1	0	0	0	0	0	0	0	0	0	11967.json	
1395	9#10#10#10#10#10	0.006962532177567482#0.004999242257326841#0.0025986223481595516#0.006534473970532417#0.006534473970532417#0.006273160222917795	0.0076463518869785575#0.007353583651253249#0.002218101860847209#0.0054530567431772415#0.0054530567431772415#0.00719336805646954	0#0#0#0#0#0	0#0#0#0#0#0	0#0#0#0#0#0	2#2#2#2#2#2	5.33#5.06#5.06#5.06#5.06#5.06	1#1#1#1#1#1	4#4#4#4#4#4	60.0#63.0#69.0#65.0#65.0#64.0	105.15254974365234#103.19200134277344#102.63829803466797#103.02948760986328#103.02948760986328#103.15267944335938	0#0#0#0#0#0	3#3#3#3#3#3	1#1#1#1#1#1	0#4#19#337#545#1182	0#2#1#1#0#1	0#3#2#2#0#2	0#23#32#21#0#7	0#25#32#21#0#7	0#3#4#3#0#739	0#0#0#0#0#0	0#0#1#0#0#0	0#0#1#0#0#0	6439.json	
2389	4#4#4#4#4#4	0.11025547236204147#0.11025547236204147#0.11025547236204147#0.11025547236204147#0.11025547236204147#0.11025547236204147	0.5234525925490954#0.5234525925490954#0.5234525925490954#0.5234525925490954#0.5234525925490954#0.5234525925490954	0#0#0#0#0#0	0#0#0#0#0#0	0#0#0#0#0#0	1#1#1#1#1#1	4.0#4.0#4.0#4.0#4.0#4.0	0#0#0#0#0#0	1#1#1#1#1#1	26.0#26.0#26.0#26.0#26.0#26.0	123.8484878540039#123.8484878540039#123.8484878540039#123.8484878540039#123.8484878540039#123.8484878540039	0#0#0#0#0#0	1#1#1#1#1#1	0#0#0#0#0#0	0#8#8#8#1333#1539	0#0#0#0#0#0	0#0#0#0#0#0	0#0#0#0#0#0	0#0#0#0#0#0	0#74#0#34#90#0	0#0#0#0#0#0	0#0#0#0#1#0	0#0#1#1#1#0	5637.json	
751	3	0.2355199009180069	0.8183847824004638	0	0	0	1	3.77	0	0	17.0	131.28770446777344	0	1	0	0	0	0	0	0	0	0	0	0	5501.json	
805	16#8#8#10#7#7	0.015102658420801163#0.0736105889081955#0.07375762611627579#0.06290324032306671#0.10207657516002655#0.09824950248003006	2.622164282332959E-7#0.23865552879919422#0.23594439137202156#0.03442080304193998#0.3440090705421001#0.41766513177394976	1#1#1#2#1#1	1#1#1#2#1#1	2#2#2#4#2#2	3#2#2#3#2#2	7.86#7.75#7.75#8.16#6.05#6.05	2#1#1#1#1#1	11#3#3#4#1#1	122.0#42.0#42.0#57.0#38.0#37.0	91.33731842041016#109.56880950927734#109.56880950927734#103.7650146484375#112.48956298828125#112.7180404663086	0#0#0#0#0#0	1#3#3#3#3#3	3#0#0#1#0#0	0#1#2#80#93#450	0#6#1#3#2#1	0#20#2#4#7#2	0#392#7#128#165#10	0#430#7#116#157#10	0#6#6#23#80#5	0#0#0#0#0#0	0#0#0#1#1#0	0#0#0#1#1#0	6251.json	
2208	9#9	0.01872153952717781#0.01872153952717781	0.01888472992629162#0.01888472992629162	3#3	2#2	5#5	3#3	5.33#5.33	1#1	5#5	60.0#60.0	105.3166732788086#105.3166732788086	0#0	1#1	0#0	0#1357	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	8893.json	
743	3	0.01410019863396883	0.17665624566949853	0	0	0	1	3.77	0	4	32.0	127.17654418945312	0	0	0	0	0	0	0	0	0	0	0	0	7754.json	
2080	3#3	0.9519482254981995#0.9519482254981995	0.8857188303720263#0.8857188303720263	0#0	0#0	0#0	1#1	3.77#3.77	0#0	2#2	14.0#14.0	133.0065460205078#133.0065460205078	0#0	0#0	0#0	0#1230	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	7439.json	
498	3	0.653750479221344	0.8214675299579003	0	0	0	1	3.77	0	0	17.0	131.28770446777344	0	1	0	0	0	0	0	0	0	0	0	0	3512.json	
